language,link,question_number,question,n_correct,correct_models,wrong_models
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,2,Which statement accurately describes the outcome of the fire at the Drukgyal Dzong?,1,local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Languages/Korean,1,Which of the following is not an accurate fact about the Hangeul alphabet?,1,google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Pyramids_of_Giza,1,"According to the passage, what quality of the Giza pyramids wasn’t likely to be marveled at by the New Kingdom Egyptians?",1,local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikinews.org/wiki/Bomb_blasts_kill_several_in_Iran,1,"According to the passage, what information is known following the bombing?",1,anthropic_claude-haiku-4.5,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/DeLay_declares_%27victory%27_in_war_on_U.S._budget_fat,1,"Based on the passage, what is not be criticized by conservatives?",1,anthropic_claude-sonnet-4.6,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/Jenson_Button_wins_2006_Hungarian_Grand_Prix,1,When did Alonso end his race?,1,anthropic_claude-haiku-4.5,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,1,How many competitors did not finish the Giant Slalom?,1,google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/Spanish_football:_Sevilla_signs_Aleix_Vidal_from_FC_Barcelona,1,"According to the passage, which club did Vidal start playing for three seasons ago?",1,anthropic_claude-sonnet-4.6,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikivoyage.org/wiki/Aggregators,1,"Based on the passage, which of the following should a price-conscious traveler do last?",1,anthropic_claude-sonnet-4.6,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikivoyage.org/wiki/French_phrasebook,1,Which of the following might not be understood by French-speaking Belgians and Swiss?,1,local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikivoyage.org/wiki/Travel_basics,1,"According to the passage, what could help a traveler avoid disappointment while visiting new places?",1,local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikivoyage.org/wiki/Travel_writing,2,"When starting a travel writing business, which of the following abilities should likely be refined first?",1,anthropic_claude-haiku-4.5,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikibooks.org/wiki/Animal_Behavior/Biological_Rhythms,1,Which of the following will continue despite the presence of external cues?,2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications,2,Which of the following does not reflect a motivation to use the internet for personal involvement?,2,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikibooks.org/wiki/European_History/Revolution_in_France,2,Which of the following was not forced upon the King and the Queen by the mob?,2,anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikibooks.org/wiki/Modern_Photography/Composition,1,Which of the following is not an object of the rule of thirds?,2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc",1,Which of the following was not cited by Albert Muchanga as something that still needed to be agreed upon?,2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikinews.org/wiki/Hard_drugs_temporarily_legal_in_Ireland_due_to_constitutional_loophole,1,What is the Irish government planning to do?,2,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/Japanese_Olympic_judoka_Hitoshi_Saito_dies_aged_54,1,Which of the following is not one of Hitoshi Saito’s accolades?,2,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships,2,Which of the following statements accurately reflects the results of the races at the Championships?,2,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it,anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think
eng_Latn,"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials",2,What was not stated in Xinhua new agency’s earliest report?,2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk,2,"According to the passage, what was the goal of the space station’s mission?",2,anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikinews.org/wiki/US_officials_flood_Grand_Canyon_to_restore_ecosystem,2,Which of the following did the building of the dam affect permanently?,2,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it,anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikivoyage.org/wiki/Airline_alliances,1,"Based on the passage, when choosing a Frequent Flyer airline in an alliance, which of the following should you prioritize?",2,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it,anthropic_claude-haiku-4.5|local_Gemma-4_E4B_Q8_0_think
eng_Latn,https://en.wikivoyage.org/wiki/First_and_business_class_flights,1,"According to the passage, which of the following is the most probable way to save money on business or first class airfare?",2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikivoyage.org/wiki/Gestures,2,"According to the passage, which gesture might mean “come back”?",2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikivoyage.org/wiki/Montevideo,1,"According to the passage, when should a traveler visit Montevideo if they are hoping to avoid windy conditions?",2,anthropic_claude-haiku-4.5|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it
eng_Latn,https://en.wikivoyage.org/wiki/War_zone_safety,1,"According to the passage, which of the following issues is most likely to not be covered in a professional training class or in publications?",2,google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikibooks.org/wiki/Animal_Behavior/Population_Genetics,2,Which of the following is the correct term for organisms that occupy a particular area?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Computer,1,"According to the passage, which of the following is an example of a five bit binary number?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12,2,Which of the following aspects of blogging is cited as a motivator for student’s to improve their writing skills?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training,1,"According to the passage, why might a middle distance runner purchase a more expensive piece of equipment?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Problem_Solving_from_an_Evolutionary_Perspective,1,"According to the passage, which of the following is a strength of someone with convergent thinking patterns?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Problem_Solving_from_an_Evolutionary_Perspective,2,"According to the passage, which of following is not considered a focus of the convergent thinking mindset?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication,1,"According to the passage, which of the following would not be considered a micro-expression?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Environmental_theory_and_collection_of_ideas/Environmentalism_and_survival,2,"According to the passage, which of the following solutions would not be considered a symptomatic treatment of environmental issues?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F,1,"Based on the passage, for whom would a diagnosis of Multiple Sclerosis be most likely?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/First_Aid/Primary_Assessment_%26_Basic_Life_Support,2,Which of the following statements does not accurately reflect the process of checking a victim?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,2,Which of the following is utilized when representing a traffic stream mathematically?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Goats/Introduction,1,Which of the following was not a reason that ancient cultures kept goats?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms,2,"Based on the passage, which of the following statements accurately describes the majority of tornadoes?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism,1,Which of the following statements does not reflect a general idea of technological determinism? ,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing,2,"According to the passage, which of the following is associated with gentler sound?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan,2,"According to the passage, which of the following problems is not caused by a lack of essential amino acids?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Socialization,1,"According to the passage, which of following is not likely to be consistent with the upbringing of a feral child?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Influencing_Factors,2,"According to the passage, gaining an understanding of one’s own history could help with what?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Lucid_Dreaming/Induction_Techniques,1,"After purposefully awakening during the normal sleep period, which of these would interfere with the sleep interruption process?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Modern_Photography/Lenses,1,"According to the passage, as manufacturers increase the quality of lens production, how have zoom lenses been improved?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Origami/Types/Pureland_Origami,2,Which of the following does not accurately describe Pureland origami?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Pakistani_History/Prehistory/Bronze_Age/Indus_Valley_Civilization,2,Which of the following is not mentioned as a possible name for the Bronze Age Civilization discussed in the passage?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Roman_Culture/Medicine,2,"According to the passage, which of the following is not attributed to the advancements made in the medical field during the Roman Empire?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Role,1,"Based on the information in the passage, which of these is not an example of scaffolding?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/The_Cold_War/Hungarian_Revolution,1,"According to the passage, which of the following was not a part of Krushchev’s response to the worker’s riots?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/The_Organ_Systems/nervous,1,Which of the following does not accurately describe the purpose of sending nerve impulses throughout the body?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Assyrians,2,How are battles that utilize a calvary fought?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Babylonians,2,Which of the following were specifically meant for priests?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Romans,1,Which group would prefer to dine without chairs?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/What_is_a_Civilization%3F,1,"Based on the passage, which of the following is unlikely to have a lasting impact?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/What_is_a_Civilization%3F,2,"According to the passage, what precedes a nation?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Asia/Cambodia,2,Which of the following statements accurately describes the invasions of Cambodia?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Asia/Taiwan,1,Which of the following did the Dutch East India Company not do during their time in Taiwan?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Lion,1,Which of the following statements does not accurately describe a pride of lions?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Ocelot,1,Which of the following is not a part of an ocelot’s hunting method?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Biology/Kingdoms/Animals,1,"According to the passage, most animals have the ability to do what?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet,1,"According to the passage, the majority of homes in which location featured toilets that flush?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet,2,In which of the following locations were advanced sewage systems found?,3,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Light_Bulb,2,Which of the following could potentially be dangerous to touch while replacing a light bulb?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Kings_and_Queens_of_England/Future_monarchs,1,"According to the passage, which of the following is considered typical for an heir to the throne?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,1,At what time in history did Germany exert a strong cultural influence on Estonia?,3,anthropic_claude-haiku-4.5|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-sonnet-4.6
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,2,The Estonian language was influenced by what?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon,2,"According to the passage, where is the Moon’s crust the thickest?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon,2,Which accolade is not attributed to the Amazon River?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:South_America/Venezuela,1,Which line of work mentioned in the passage employs the least number of Venezuelans?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:South_America/Venezuela,2,"According to the passage, which of the following sectors employs the largest number of Venezuelans?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen,1,"According to the passage, what does fusion allow stars to do?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Constitution,1,"According to the passage, which of the following was not an issue for the thirteen states when trying to impose certain laws?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Constitution,2,"According to the passage, which statement accurately reflects the state of the central government during the Revolutionary War?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts,1,What was the second-last performance of the evening?,3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park,1,"Based on the passage, which of the following statements is not true?",3,anthropic_claude-sonnet-4.6|google_gemma-4-26b-a4b-it|local_Gemma-4_E4B_Q8_0_think,anthropic_claude-haiku-4.5
eng_Latn,https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting,2,"According to the passage, while news was spreading about another arrest, funerals were being held for how many victims?",3,anthropic_claude-haiku-4.5|anthropic_claude-sonnet-4.6|local_Gemma-4_E4B_Q8_0_think,google_gemma-4-26b-a4b-it
